web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
,01/03/2023,16/10/2023,23/10/2023,1099,1066,Appartement Familial (4-6 Adultes),,Les Chalets de La Griyotire,Praz-sur-Arly,,42
,01/03/2023,16/10/2023,23/10/2023,3203,3108,Appartement Village,,Flocons de Sel,Megève,,42
,01/03/2023,16/10/2023,23/10/2023,800,800,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,42
,01/03/2023,16/10/2023,23/10/2023,1574,1528,Chambre Double Confort,,Coeur de Megève,Megève,,42
,01/03/2023,16/10/2023,23/10/2023,3690,3690,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,42
,01/03/2023,16/10/2023,23/10/2023,826,826,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,42
,01/03/2023,16/10/2023,23/10/2023,681,661,Chambre Double,,Albert 1er,Albertville,,42
,01/03/2023,16/10/2023,23/10/2023,450,450,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,42
,01/03/2023,16/10/2023,23/10/2023,631,613,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Brit Hotel Florimont,Saint-Ferréol,,42
,01/03/2023,16/10/2023,23/10/2023,3522,3522,Chambre Double,,"Armancette Hôtel, Chalets & Spa – The Leading Hotels of the World",Saint-Gervais-les-Bains,,42
,01/03/2023,16/10/2023,23/10/2023,881,881,Chambre Double - Vue sur Montagnes - 5,,Le Coin Savoyard,Combloux,,42
,01/03/2023,16/10/2023,23/10/2023,551,551,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,42
,01/03/2023,16/10/2023,23/10/2023,699,679,Petite Chambre Double ou Lits Jumeaux avec Balcon,,Hotel Beauregard,La Clusaz,,42
,01/03/2023,16/10/2023,23/10/2023,442,442,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,42
,01/03/2023,16/10/2023,23/10/2023,546,530,Chambre Double Économique,,Hotel Christiania,La Clusaz,,42
,01/03/2023,16/10/2023,23/10/2023,433,420,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,42
,01/03/2023,16/10/2023,23/10/2023,519,519,Chambre Double Standard,,Les Airelles,La Clusaz,,42
,01/03/2023,16/10/2023,23/10/2023,564,564,Chambre Double,,Hôtel Les Dômes de Miage,Saint-Gervais-les-Bains,,42
,01/03/2023,16/10/2023,23/10/2023,806,806,Chambre Lits Jumeaux avec Accès Spa,,Hôtel Restaurant La Tourmaline,Aime-La-Plagne,,42
,01/03/2023,16/10/2023,23/10/2023,627,627,Chambre Double Supérieure,,Le Saint Gervais Hotel & Spa Handwritten Collection,Saint-Gervais-les-Bains,,42
,01/03/2023,16/10/2023,23/10/2023,654,654,Chambre Double Standard,,Hôtel Val d'Este,Saint-Gervais-les-Bains,,42
,01/03/2023,16/10/2023,23/10/2023,1568,1522,Chambre Double ou Lits Jumeaux Standard,,Coeur des Neiges,Saint-Gervais-les-Bains,,42
,01/03/2023,16/10/2023,23/10/2023,761,761,Chambre Double,,Le Charvet,Cordon,,42
,01/03/2023,16/10/2023,23/10/2023,1105,1105,Chambre Double - Versant Nord,,Base Camp Lodge Hotels,Bourg-Saint-Maurice,,42
,01/03/2023,16/10/2023,23/10/2023,683,683,Chambre Double Standard avec Salle de Bains Privative et Toilettes Communes ,,Hôtel La Petite Auberge,Bourg-Saint-Maurice,,42
,01/03/2023,16/10/2023,23/10/2023,714,693,Chambre Double avec Salle de Bains Privative,,Hôtel Restaurant Angival - Chambres et Appartement,Bourg-Saint-Maurice,,42
,01/03/2023,16/10/2023,23/10/2023,813,789,Chambre Double Économique,,Chalet Hôtel des 2 Gares,Saint-Gervais-les-Bains,,42
,01/03/2023,16/10/2023,23/10/2023,497,497,Chambre Lits Jumeaux,,Hotel Terminus,Saint-Gervais-les-Bains,,42
,01/03/2023,16/10/2023,23/10/2023,553,553,Chambre Double,,Fasthotel Thones,Thônes,,42
,01/03/2023,16/10/2023,23/10/2023,510,510,Chambre Standard avec 1 Lit Double et 1 Lit Simple,,Ibis Hôtel Sallanches,Sallanches,,42
