web-scraper-order,web-scraper-start-url,paginator,nom,localite,prix_init,prix_actuel,note,typo,type_de_lit,taxes,nuite,experience_vecu,reduction,genius
"1674335700-31351","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2556&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Fasthôtel Oloron Hostellerie du Paon Blanc","Lurbe-Saint-Christau","null","€ 565","7,7","Chambre Standard Lit Queen-Size","1 très grand lit double","+ taxes et frais : € 11","1 semaine, 2 adultes","232 expériences vécues","null","null"
"1674335700-31352","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2556&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Grand Hôtel de la Poste","Saint-Jean-de-Luz","null","€ 766","8,5","Chambre Double Standard","1 lit double","+ taxes et frais : € 18","1 semaine, 2 adultes","1 651 expériences vécues","null","null"
"1674335700-31353","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2556&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","B&B HOTEL Pau Lescar","Lescar","null","€ 384","8,2","Chambre Double","1 grand lit double","+ taxes et frais : € 11","1 semaine, 2 adultes","644 expériences vécues","null","null"
"1674335700-31354","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2556&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hôtel PALMITO","Centre de Biarritz, Biarritz","null","€ 780","8,8","Chambre Double","1 lit double","+ taxes et frais : € 23","1 semaine, 2 adultes","695 expériences vécues","null","null"
"1674335700-31355","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2556&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Best Western Kemaris","Biarritz","null","€ 551","8,2","Chambre Lit Queen-Size Confort","1 grand lit double","+ taxes et frais : € 23","1 semaine, 2 adultes","2 228 expériences vécues","null","null"
"1674335700-31356","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2556&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hôtel & Spa Madison Saint Jean de Luz","Saint-Jean-de-Luz","null","€ 1 337","8,5","Chambre Double","1 grand lit double","+ taxes et frais : € 28","1 semaine, 2 adultes","1 452 expériences vécues","null","null"
"1674335700-31357","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2556&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hotel Villa Catarie","Guéthary","null","€ 875","8,6","Chambre Double Standard","1 lit double","+ taxes et frais : € 28","1 semaine, 2 adultes","453 expériences vécues","null","null"
"1674335700-31358","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2556&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Best Western Continental Pau Centre","Pau","null","€ 526","7,8","Chambre Lits Jumeaux Classique","2 lits simples","+ taxes et frais : € 17","1 semaine, 2 adultes","1 156 expériences vécues","null","null"
"1674335700-31359","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2556&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hotel de La Plage - Nouvel Etablissement","Centre de Biarritz, Biarritz","null","€ 1 585","9,3","Chambre Double - Vue sur Jardin","1 grand lit double","+ taxes et frais : € 31","1 semaine, 2 adultes","226 expériences vécues","null","null"
"1674335700-31360","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2556&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Brit Hotel de Paris Saint-Jean-de-Luz","Saint-Jean-de-Luz","null","€ 614","8,3","Chambre Double Confort","1 grand lit double","+ taxes et frais : € 13","1 semaine, 2 adultes","902 expériences vécues","null","null"
"1674335700-31361","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2556&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hôtel de la Rhune","Ascain","null","€ 560","8,6","Chambre Double Standard","1 lit double","+ taxes et frais : € 18","1 semaine, 2 adultes","912 expériences vécues","null","null"
"1674335700-31362","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2556&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","ibis budget Pau Lescar","Lescar","null","€ 321","7,9","Chambre Triple","1 lit double","+ taxes et frais : € 11","1 semaine, 2 adultes","1 487 expériences vécues","null","null"
"1674335700-31363","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2556&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hôtel Lastiry","Sare","null","€ 535","8,6","Chambre Double Supérieure","1 lit double","+ taxes et frais : € 18","1 semaine, 2 adultes","810 expériences vécues","null","null"
"1674335744-31364","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hôtel Le Méditerranée","Lourdes","€ 625","€ 572","8,0","Chambre Double","1 grand lit double","+ taxes et frais : € 29","1 semaine, 2 adultes","1 001 expériences vécues","null","null"
"1674335744-31365","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Le Nex2","Tarbes","null","€ 441","8,3","Chambre Double Standard","1 lit double","+ taxes et frais : € 11","1 semaine, 2 adultes","538 expériences vécues","null","null"
"1674335744-31366","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hôtel Majestic","Lourdes","null","€ 273","7,4","Chambre Double ou Lits Jumeaux","1 lit double","+ taxes et frais : € 21","1 semaine, 2 adultes","1 343 expériences vécues","null","null"
"1674335744-31367","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hôtel Le Picors","Aucun","null","€ 505","7,9","Chambre Double","1 lit double","+ taxes et frais : € 15","1 semaine, 2 adultes","203 expériences vécues","null","null"
"1674335744-31368","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hôtel Alba","Lourdes","null","€ 693","8,6","Chambre Lits Jumeaux","2 lits simples","+ taxes et frais : € 29","1 semaine, 2 adultes","669 expériences vécues","null","null"
"1674335744-31369","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hôtel Eliseo","Lourdes","null","€ 735","8,2","Chambre Double","1 grand lit double","+ taxes et frais : € 29","1 semaine, 2 adultes","537 expériences vécues","null","null"
"1674335744-31370","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Grand Hôtel de France","Pierrefitte-Nestalas","null","€ 644","8,1","Chambre Double Standard","1 lit double","+ taxes et frais : € 15","1 semaine, 2 adultes","791 expériences vécues","null","null"
"1674335744-31371","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hôtel Saint Etienne","Lourdes","€ 455","€ 390","7,6","Chambre Double Confort avec Douche","1 lit double","+ taxes et frais : € 21","1 semaine, 2 adultes","1 615 expériences vécues","null","null"
"1674335744-31372","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hôtel Kennedy Parc des Expositions","Tarbes","€ 385","€ 327","7,1","Chambre Double avec Douche","1 grand lit double","+ taxes et frais : € 9","1 semaine, 2 adultes","510 expériences vécues","null","null"
"1674335744-31373","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hôtel La Source","Lourdes","null","€ 350","8,2","Chambre Lits Jumeaux","2 lits simples","+ taxes et frais : € 21","1 semaine, 2 adultes","1 001 expériences vécues","null","null"
"1674335744-31374","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Le Rex Hôtel","Tarbes","null","€ 815","8,7","Chambre Lits Jumeaux Exécutive","2 lits simples","+ taxes et frais : € 23","1 semaine, 2 adultes","514 expériences vécues","null","null"
"1674335744-31375","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Best Western Beauséjour","Lourdes","null","€ 588","8,5","Chambre Double Confort Grand Lit ou Twin","1 lit double","+ taxes et frais : € 21","1 semaine, 2 adultes","1 006 expériences vécues","null","null"
"1674335744-31376","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Hôtel Saint Sauveur","Lourdes","null","€ 802","8,1","Chambre Double","1 lit double","+ taxes et frais : € 21","1 semaine, 2 adultes","698 expériences vécues","null","null"
"1674335744-31377","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=2557&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-15&checkout=2023-04-22","","Résidence Hôtelière du MAGNOAC","Castelnau-Magnoac","null","€ 371","8,3","Chambre Double","1 lit double","Taxes et frais compris","1 semaine, 2 adultes","61 expériences vécues","null","null"
