web-scraper-order,web-scraper-start-url,paginator,nom,localite,prix_init,prix_actuel,note,typo,type_de_lit,taxes,nuite,experience_vecu,reduction,genius
"1674727997-60","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Hôtel Les Cimes","Megève","null","€ 2 812","8,7","Chambre Familiale","3 lits (2 lits simples, 1 grand lit double)","Taxes et frais compris","1 semaine, 2 adultes","186 expériences vécues","null","null"
"1674727997-61","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Les Fermes de Marie","Megève","null","€ 7 027","9,1","Chambre King Prestige","2 lits (1 canapé-lit, 1 grand lit double)","Taxes et frais compris","1 semaine, 2 adultes","200 expériences vécues","null","null"
"1674727997-62","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Albert 1er","Albertville","null","€ 681","6,3","Chambre Double","1 lit double","Taxes et frais compris","1 semaine, 2 adultes","238 expériences vécues","null","null"
"1674727997-63","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","M de Megève","Megève","null","€ 10 523","9,1","Suite Deluxe","Suite privée • 1 chambre • 1 salon • 2 salles de bains • 45m²","Taxes et frais compris","1 semaine, 2 adultes","129 expériences vécues","null","null"
"1674727997-64","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Les Chalets du Mont d'Arbois Megeve, a Four Seasons Hotel","Megève","null","€ 6 605","8,7","Chambre Lit Queen-Size Alpine","1 grand lit double","Taxes et frais compris","1 semaine, 2 adultes","48 expériences vécues","null","null"
"1674727997-65","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Four Seasons Hotel Megeve","Megève","null","€ 13 685","9,4","Chambre Lit King-Size Supérieure","1 très grand lit double","Taxes et frais compris","1 semaine, 2 adultes","64 expériences vécues","null","null"
"1674727997-66","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Le Chalet Blanc","Megève","null","€ 8 702","9,6","Chambre Double Prestige","1 grand lit double","Taxes et frais compris","1 semaine, 2 adultes","39 expériences vécues","null","null"
"1674727997-67","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Hôtel L'Arboisie","Megève","null","€ 3 449","8,8","Chambre Double avec Balcon","1 lit double","Taxes et frais compris","1 semaine, 2 adultes","500 expériences vécues","null","null"
"1674727997-68","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Zannier Hotels Le Chalet","Megève","null","€ 11 935","9,0","Suite Junior","1 très grand lit double","Taxes et frais compris","1 semaine, 2 adultes","43 expériences vécues","null","null"
"1674727997-69","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Mamie Megève","Megève","null","€ 2 024","8,0","Chambre Double","1 lit double","Taxes et frais compris","1 semaine, 2 adultes","165 expériences vécues","null","null"
"1674727997-70","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Le Roma","Albertville","null","€ 882","7,7","Chambre Double ou Lits Jumeaux Classique","Types de lits : 1 lit double ou 2 lits simples","Taxes et frais compris","1 semaine, 2 adultes","1 299 expériences vécues","null","null"
"1674727997-71","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Chalet-Hôtel La Chemenaz, The Originals Relais (Hotel-Chalet de Tradition)","Les Contamines-Montjoie","null","€ 1 319","8,0","Chambre Double ou Lits Jumeaux","Types de lits : 1 lit double ou 2 lits simples","Taxes et frais compris","1 semaine, 2 adultes","129 expériences vécues","null","null"
"1674727997-72","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Brit Hotel Florimont","Saint-Ferréol","null","€ 776","8,2","Chambre Lits Jumeaux Standard","2 lits simples","Taxes et frais compris","1 semaine, 2 adultes","357 expériences vécues","null","null"
"1674727997-73","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Hôtel Les Chalets de la Serraz","La Clusaz","null","€ 4 438","8,9","Chambre Quadruple avec Salle de Bains Privative","3 lits (2 lits superposés, 1 grand lit double)","Taxes et frais compris","1 semaine, 2 adultes","39 expériences vécues","null","null"
"1674728040-124","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3545&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","RockyPop Flaine Hotel & Spa","Flaine","null","€ 3 538","8,7","Chambre Familiale (2 Adultes et 2 Enfants)","Plusieurs types de lits","Taxes et frais compris","1 semaine, 2 adultes","272 expériences vécues","null","null"
"1674728040-125","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3545&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Chalet-Hôtel Neige et Roc, The Originals Relais (Hotel-Chalet de Tradition)","Samoëns","null","€ 2 311","8,9","Chambre Double Supérieure - Exposition Sud","Types de lits : 1 lit double ou 2 lits simples","Taxes et frais compris","1 semaine, 2 adultes","393 expériences vécues","null","null"
"1674728040-126","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3545&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Hôtel Les Glaciers","Samoëns","null","€ 1 498","8,0","Chambre Double avec Baignoire","1 lit double","Taxes et frais compris","1 semaine, 2 adultes","203 expériences vécues","null","null"
"1674728040-127","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3545&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Hotel-Spa Le Morillon Charme & Caractère","Morillon","null","€ 1 746","8,3","Chambre Quadruple Standard - Vue sur Village","3 lits (1 lit double, 2 lits superposés)","Taxes et frais compris","1 semaine, 2 adultes","196 expériences vécues","null","null"
"1674728040-128","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3545&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","The Originals City, Hôtel du Faucigny, Cluses Ouest","Scionzier","null","€ 738","7,8","Chambre Double Confort","1 grand lit double","Taxes et frais compris","1 semaine, 2 adultes","324 expériences vécues","null","null"
"1674728040-129","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3545&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","La Croix de Savoie & Spa","Les Carroz d'Arâches","null","€ 1 604","6,9","Chambre Double Premium","Types de lits : 1 lit double ou 2 lits simples","Taxes et frais compris","1 semaine, 2 adultes","22 expériences vécues","null","null"
"1674728040-130","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3545&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Hôtel 4C","Cluses","null","€ 742","7,0","Chambre Double Confort","1 grand lit double","Taxes et frais compris","1 semaine, 2 adultes","183 expériences vécues","null","null"
"1674728040-131","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3545&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","La Ferme Du Lac","Thyez","null","€ 1 183","8,1","Chambre Double Supérieure","1 lit double","Taxes et frais compris","1 semaine, 2 adultes","227 expériences vécues","null","null"
"1674728040-132","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3545&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Hotel Edelweiss","Magland","null","€ 603","7,1","Chambre Lits Jumeaux avec Salle de Bains Privative","2 lits simples","Taxes et frais compris","1 semaine, 2 adultes","169 expériences vécues","null","null"
"1674728040-133","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3545&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Hôtel Alexane","Samoëns","null","€ 1 914","9,1","Chambre Deluxe avec Accès au Spa","Types de lits : 1 lit double ou 2 lits simples","Taxes et frais compris","1 semaine, 2 adultes","293 expériences vécues","null","null"
"1674728040-134","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3545&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Edelweiss","Samoëns","null","€ 846","8,0","Chambre Lits Jumeaux Économique","2 lits simples","Taxes et frais compris","1 semaine, 2 adultes","354 expériences vécues","null","null"
"1674728040-135","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3545&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Logis Hotel Gai Soleil","Samoëns","null","€ 1 319","8,7","Studio (2 Adultes)","Studio privé • 1 salle de bains • 22m²","Taxes et frais compris","1 semaine, 2 adultes","171 expériences vécues","null","null"
"1674728040-136","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3545&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-01-30&checkout=2023-02-06","","Ibis Styles Sallanches Pays du Mont-Blanc","Sallanches","null","€ 1 118","8,6","Chambre Double Standard","1 grand lit double","Taxes et frais compris","1 semaine, 2 adultes","1 146 expériences vécues","null","null"
