web-scraper-order,web-scraper-start-url,paginator,nom,localite,prix_init,prix_actuel,note,typo,type_de_lit,taxes,nuite,experience_vecu,reduction,genius
"1674655265-3047,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3546&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Hìtel EDIROL"",""Vouvry"",""null"",""?ˇ153"",""8,3"",""Chambre Double"",""2 lits simples"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""241 expÇriences vÇcues"",""null"",""null"""
"1674655265-3048,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3546&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Chalet-Hìtel Neige et Roc, The Originals Relais (Hotel-Chalet de Tradition)"",""Samoâns"",""null"",""?ˇ320"",""8,9"",""Chambre Double SupÇrieure"",""Types de litsˇ: 1 lit double ou 2 lits simples"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""393 expÇriences vÇcues"",""null"",""null"""
"1674655265-3049,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3546&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Edelweiss"",""Samoâns"",""null"",""?ˇ132"",""8,0"",""Chambre Lits Jumeaux êconomique"",""2 lits simples"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""354 expÇriences vÇcues"",""null"",""null"""
"1674655265-3050,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3546&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Hotel Le Bois Joli"",""Bernex"",""null"",""?ˇ134"",""8,7"",""Chambre Lit Queen-size - Accessible aux Personnes Ö MobilitÇ RÇduite"",""1 grand lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""199 expÇriences vÇcues"",""null"",""null"""
"1674655265-3051,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3546&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""La Dent-du-Midi Hìtel & Restaurant"",""Saint-Maurice"",""null"",""?ˇ143"",""8,0"",""Chambre Lits Jumeaux Standard"",""2 lits simples"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""726 expÇriences vÇcues"",""null"",""null"""
"1674655265-3052,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3546&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Hotel Le LÇman"",""Saint-Gingolph"",""null"",""?ˇ114"",""8,8"",""Chambre Double"",""Types de litsˇ: 1 lit double ou 2 lits simples"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""566 expÇriences vÇcues"",""null"",""null"""
"1674655265-3053,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3546&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Hotel Le Cedre"",""Bex"",""null"",""?ˇ133"",""7,8"",""Chambre Double"",""2 lits simples"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""540 expÇriences vÇcues"",""null"",""null"""
"1674655265-3054,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3546&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Hìtellerie Franciscaine"",""Saint-Maurice"",""null"",""?ˇ108"",""8,3"",""Chambre Double"",""2 lits simples"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""935 expÇriences vÇcues"",""null"",""null"""
"1674655265-3055,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3546&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Les Moineaux"",""Bellevaux"",""null"",""?ˇ85"",""9,0"",""Chambre Double"",""1 lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""148 expÇriences vÇcues"",""null"",""null"""
"1674655265-3056,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3546&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Hotel Du Nord"",""Aigle"",""null"",""?ˇ182"",""7,5"",""Chambre Double Standard"",""Types de litsˇ: 1 lit double ou 2 lits simples"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""410 expÇriences vÇcues"",""null"",""null"""
"1674655265-3057,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3546&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Auberge Communale de la Couronne"",""Yvorne"",""null"",""?ˇ159"",""8,3"",""Chambre Double"",""1 lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""276 expÇriences vÇcues"",""null"",""null"""
"1674655789-3197,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Carlina"",""La Clusaz"",""null"",""?ˇ331"",""8,1"",""Petite Chambre Double - Sans Vue"",""Types de litsˇ: 1 lit double ou 2 lits simples"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""316 expÇriences vÇcues"",""null"",""null"""
"1674655789-3198,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Fasthotel Thones"",""Thìnes"",""null"",""?ˇ87"",""8,0"",""Chambre Double"",""1 grand lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""633 expÇriences vÇcues"",""null"",""null"""
"1674655789-3199,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""AUBERGE DES GLIERES"",""Thorens-Gliäres"",""null"",""?ˇ185"",""8,5"",""Chambre Double"",""1 grand lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""116 expÇriences vÇcues"",""null"",""null"""
"1674655789-3200,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Chalet Les Rhodos"",""Cordon"",""null"",""?ˇ280"",""8,6"",""Chambre Triple - Aravis"",""2 lits (1ˇlit simple, 1ˇgrand lit double)"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""459 expÇriences vÇcues"",""null"",""null"""
"1674655789-3201,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Logis La Chaumiäre Saint-Maurice"",""Thorens-Gliäres"",""null"",""?ˇ93"",""7,4"",""Chambre Double Standard"",""1 lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""90 expÇriences vÇcues"",""null"",""null"""
"1674655789-3202,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Abbaye de Talloires"",""Talloires"",""null"",""?ˇ178"",""8,7"",""Chambre Double avec Vue sur le Jardin"",""1 grand lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""382 expÇriences vÇcues"",""null"",""null"""
"1674655789-3203,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Auberge Du Päre Bise - Jean Sulpice"",""Talloires"",""null"",""?ˇ350"",""9,2"",""Chambre Double Standard"",""1 grand lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""77 expÇriences vÇcues"",""null"",""null"""
"1674655789-3204,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Le Palace De Menthon"",""Menthon-Saint-Bernard"",""null"",""?ˇ159"",""8,4"",""Chambre Double Confort avec Vue sur la Foràt"",""1 lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""1 097 expÇriences vÇcues"",""null"",""null"""
"1674655789-3205,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Hìtel Restaurant Villa Riva"",""Veyrier-du-Lac"",""null"",""?ˇ126"",""6,4"",""Chambre Double - CìtÇ Montagne"",""1 lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""432 expÇriences vÇcues"",""null"",""null"""
"1674655789-3206,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Brit Hotel Florimont"",""Saint-FerrÇol"",""null"",""?ˇ107"",""8,2"",""Chambre Double - Accessible aux Personnes Ö MobilitÇ RÇduite"",""1 grand lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""357 expÇriences vÇcues"",""null"",""null"""
"1674655789-3207,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Auberge Du Roselet"",""Duingt"",""null"",""?ˇ122"",""6,8"",""Chambre Double - Vue sur Montagne"",""1 lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""203 expÇriences vÇcues"",""null"",""null"""
"1674655789-3208,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Villa Caroline, hìtel santÇ bien-àtre Lac d'Annecy, dÇtox et jeñne"",""Duingt"",""null"",""?ˇ278"",""9,0"",""Chambre Double avec Terrasse"",""1 träs grand lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""71 expÇriences vÇcues"",""null"",""null"""
"1674655789-3209,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Le Chalet Blanc"",""Megäve"",""null"",""?ˇ7 006"",""9,6"",""Suite - Vue sur Montagne"",""Suite privÇe ? 1 chambre ? 1 salon ? 1 salle de bains ? 50m˝"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""39 expÇriences vÇcues"",""null"",""null"""
"1674655789-3210,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Ibis Hìtel Sallanches"",""Sallanches"",""null"",""?ˇ132"",""7,5"",""Chambre Standard avec 1 Lit Double et 1 Lit Simple"",""2 lits (1ˇlit simple, 1ˇlit double)"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""1 018 expÇriences vÇcues"",""null"",""null"""
"1674655789-3211,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Hìtel Les Muses"",""Annecy"",""null"",""?ˇ90"",""7,7"",""Chambre Double Standardˇ-ˇBÉtiment Principal"",""1 lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""2 537 expÇriences vÇcues"",""null"",""null"""
"1674655789-3212,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Le Chalet d'Antoine"",""Megäve"",""null"",""?ˇ518"",""8,5"",""Chambre Double Deluxe"",""1 lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""40 expÇriences vÇcues"",""null"",""null"""
"1674655789-3213,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Mont Blanc Hotel"",""Saint Pierre en Faucigny"",""null"",""?ˇ103"",""7,8"",""Chambre Lits Jumeaux Classique"",""2 lits simples"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""398 expÇriences vÇcues"",""null"",""null"""
"1674655789-3214,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Le Clos Marcel"",""Duingt"",""null"",""?ˇ197"",""8,3"",""Chambre Double êconomique - Vue sur Montagne et Route"",""1 grand lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""218 expÇriences vÇcues"",""null"",""null"""
"1674655789-3215,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Rivage Hìtel & Spa Annecy"",""Annecy"",""null"",""?ˇ224"",""8,9"",""Chambre SupÇrieure avec Balcon - Accäs Gratuit au Spa"",""1 grand lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""2 117 expÇriences vÇcues"",""null"",""null"""
"1674655789-3216,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Hìtel Catalpa"",""Annecy"",""null"",""?ˇ107"",""8,3"",""Chambre Double MansardÇe"",""1 lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""1 441 expÇriences vÇcues"",""null"",""null"""
"1674655789-3217,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""ImpÇrial Palace"",""Annecy"",""null"",""?ˇ161"",""8,5"",""Chambre Lit Queen-Size Classique"",""1 grand lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""1 511 expÇriences vÇcues"",""null"",""null"""
"1674655789-3218,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Les Afforàts"",""La Roche-sur-Foron"",""null"",""?ˇ104"",""8,2"",""Chambre Double"",""1 lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""406 expÇriences vÇcues"",""null"",""null"""
"1674655789-3219,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Centre Jean XXIII"",""Annecy"",""null"",""?ˇ100"",""7,6"",""Chambre Double êconomique"",""1 lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""2 174 expÇriences vÇcues"",""null"",""null"""
"1674655789-3220,""https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=3763&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-20&checkout=2023-02-21"","""",""Hìtel de Genäve , Faverges-Seythenex 74210, Haute Savoie"",""Faverges"",""null"",""?ˇ79"",""7,8"",""Chambre Double Standard"",""1 lit double"",""Taxes et frais compris"",""1 nuit, 2ˇadultes"",""465 expÇriences vÇcues"",""null"",""null"""
