web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
,02/03/2023,10/09/2023,11/09/2023,154,154,Chambre Double,,Maison Doron,Beaufort,,36
,02/03/2023,10/09/2023,11/09/2023,134,134,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,36
,02/03/2023,10/09/2023,11/09/2023,145,145,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,36
,02/03/2023,10/09/2023,11/09/2023,173,173,Chambre Tradition ,,"La Ferme du Chozal, The Originals Relais",Hauteluce,,36
,02/03/2023,10/09/2023,11/09/2023,117,117,Chambre Double - Vue sur Montagne,,Hôtel Viallet,Arêches,,36
,02/03/2023,10/09/2023,11/09/2023,187,187,Chambre Double,,Chalet Hôtel du Mont-Charvin & Spa,Crest-Voland,,36
,02/03/2023,10/09/2023,11/09/2023,93,93,Chambre Double,,Le Caprice Des Neiges,Crest-Voland,,36
,02/03/2023,10/09/2023,11/09/2023,122,122,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,36
,02/03/2023,10/09/2023,11/09/2023,114,114,Chambre Double Standard,,Les Chalets de La Griyotire,Praz-sur-Arly,,36
,02/03/2023,10/09/2023,11/09/2023,385,385,Chambre Double Supérieure,,Flocons de Sel,Megève,,36
,02/03/2023,10/09/2023,11/09/2023,133,133,Chambre Simple,,Auberge de Costaroche,Albertville,,36
,02/03/2023,10/09/2023,11/09/2023,282,282,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,36
,02/03/2023,10/09/2023,11/09/2023,59,59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,36
,02/03/2023,10/09/2023,11/09/2023,111,111,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,36
,02/03/2023,10/09/2023,11/09/2023,161,161,Chambre Double Standard,,Au Coin Du Feu,Megève,,36
,02/03/2023,10/09/2023,11/09/2023,202,202,Chambre Double Confort,,Coeur de Megève,Megève,,36
,02/03/2023,10/09/2023,11/09/2023,595,595,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,36
,02/03/2023,10/09/2023,11/09/2023,130,130,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,36
