web-scraper-order,web-scraper-start-url,nom,localite,prix_init,prix_actuel,note,typo,type_de_lit,taxes,nuite,experience_vecu,reduction,genius
"1676881746-1002","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Coeur de Megève","Megève","null","€ 222","8,8","Chambre Double Confort","1 lit double","Taxes et frais compris","1 nuit, 2 adultes","242 expériences vécues","null","null"
"1676881746-1003","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Novotel Megève Mont-Blanc","Megève","null","€ 151","8,6","Chambre Double Classique avec Canapé-Lit","2 lits (1 lit double, 1 canapé-lit)","Taxes et frais compris","1 nuit, 2 adultes","734 expériences vécues","Niveau 2 Voyage Durable","null"
"1676881746-1004","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Albert 1er","Albertville","null","€ 103","6,3","Chambre Double","1 lit double","Taxes et frais compris","1 nuit, 2 adultes","260 expériences vécues","null","null"
"1676881746-1005","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Le Chalet Blanc","Megève","null","€ 788","9,7","Chambre Double Privilège","1 grand lit double","Taxes et frais compris","1 nuit, 2 adultes","35 expériences vécues","null","null"
"1676881746-1006","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Fasthotel Albertville","Albertville","null","€ 50","7,2","Chambre Double","1 lit double","Taxes et frais compris","1 nuit, 2 adultes","1 343 expériences vécues","null","null"
"1676881746-1007","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Le Roma","Albertville","null","€ 76","7,7","Chambre Double ou Lits Jumeaux Classique","Types de lits : 1 lit double ou 2 lits simples","Taxes et frais compris","1 nuit, 2 adultes","1 312 expériences vécues","null","null"
"1676881746-1008","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Chalet-Hôtel La Chemenaz, The Originals Relais (Hotel-Chalet de Tradition)","Les Contamines-Montjoie","null","€ 233","8,0","Chambre Double ou Lits Jumeaux","Types de lits : 1 lit double ou 2 lits simples","Taxes et frais compris","1 nuit, 2 adultes","138 expériences vécues","Niveau 1 Voyage Durable","null"
"1676881746-1009","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Hotel Le Christiania","Les Contamines-Montjoie","null","€ 81","8,3","Chambre Double","1 grand lit double","Taxes et frais compris","1 nuit, 2 adultes","226 expériences vécues","Niveau 1 Voyage Durable","null"
"1676881746-1010","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Chalet-Hôtel de l'Etape","Les Contamines-Montjoie","null","€ 197","8,0","Chambre Double avec Toilettes Communes","1 lit double","Taxes et frais compris","1 nuit, 2 adultes","12 expériences vécues","null","null"
"1676881746-1011","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","La Gelinotte","Les Contamines-Montjoie","null","€ 72","8,4","Chambre Double ou Lits Jumeaux","Types de lits : 1 lit double ou 2 lits simples","Taxes et frais compris","1 nuit, 2 adultes","103 expériences vécues","null","null"
"1676881746-1012","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Brit Hotel Florimont","Saint-Ferréol","null","€ 93","8,2","Chambre Double - Accessible aux Personnes à Mobilité Réduite","1 grand lit double","Taxes et frais compris","1 nuit, 2 adultes","366 expériences vécues","Niveau 1 Voyage Durable","null"
"1676881746-1013","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie","Faverges","null","€ 79","7,8","Chambre Double Standard","1 lit double","Taxes et frais compris","1 nuit, 2 adultes","470 expériences vécues","null","null"
"1676881746-1014","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Hotel Du Parc - Manoir Du Baron Blanc","Faverges","null","€ 112","8,7","Chambre Double Classique","1 grand lit double","Taxes et frais compris","1 nuit, 2 adultes","280 expériences vécues","Niveau 1 Voyage Durable","null"
"1676881746-1015","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Hotel Beauregard","La Clusaz","null","€ 124","8,5","Petite Chambre Double ou Lits Jumeaux avec Balcon","Types de lits : 1 lit double ou 2 lits simples","Taxes et frais compris","1 nuit, 2 adultes","1 148 expériences vécues","null","null"
"1676881746-1016","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","St-Alban Hotel & Spa","La Clusaz","null","€ 125","8,8","Chambre Double ou Lits Jumeaux","1 grand lit double","Taxes et frais compris","1 nuit, 2 adultes","996 expériences vécues","Niveau 1 Voyage Durable","null"
"1676881746-1017","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Hotel Christiania","La Clusaz","null","€ 88","8,2","Chambre Double Économique","1 lit double","Taxes et frais compris","1 nuit, 2 adultes","631 expériences vécues","null","null"
"1676881746-1018","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Chalet Les Rhodos","Cordon","null","€ 96","8,6","Chambre Double - Mansardée","2 lits simples","Taxes et frais compris","1 nuit, 2 adultes","487 expériences vécues","Niveau 1 Voyage Durable","null"
"1676881746-1019","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Les Roches Fleuries","Cordon","null","€ 160","8,5","Chambre Double Supérieure","1 grand lit double","Taxes et frais compris","1 nuit, 2 adultes","135 expériences vécues","Niveau 1 Voyage Durable","null"
"1676881746-1020","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Hotel les Sapins","La Clusaz","null","€ 90","8,4","Chambre Double Économique","1 lit double","Taxes et frais compris","1 nuit, 2 adultes","468 expériences vécues","null","null"
"1676881746-1021","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","La Ferme","La Clusaz","null","€ 197","9,1","Chambre Double","1 grand lit double","Taxes et frais compris","1 nuit, 2 adultes","243 expériences vécues","null","null"
"1676881746-1022","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Chalet-Hôtel Inarpa","La Clusaz","null","€ 378","8,8","Suite","Suite privée • 1 chambre • 1 salon • 1 salle de bains • 55m²","Taxes et frais compris","1 nuit, 2 adultes","54 expériences vécues","null","null"
"1676881746-1023","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Hôtel Les Dômes de Miage","Saint-Gervais-les-Bains","null","€ 81","7,8","Chambre Double","1 lit double","Taxes et frais compris","1 nuit, 2 adultes","369 expériences vécues","null","null"
"1676881746-1024","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Hôtel Restaurant La Tourmaline","Aime-La-Plagne","null","€ 251","7,7","Chambre Lits Jumeaux avec Accès Spa","2 lits simples","Taxes et frais compris","1 nuit, 2 adultes","266 expériences vécues","null","null"
"1676881746-1025","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Le Saint Gervais Hotel & Spa Handwritten Collection","Saint-Gervais-les-Bains","null","€ 202","8,6","Chambre Double ou Triple Classique","Plusieurs types de lits","Taxes et frais compris","1 nuit, 2 adultes","501 expériences vécues","Niveau 1 Voyage Durable","null"
"1676881746-1026","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Hôtel Val d'Este","Saint-Gervais-les-Bains","null","€ 93","8,2","Chambre Double Standard","1 lit double","Taxes et frais compris","1 nuit, 2 adultes","349 expériences vécues","null","null"
"1676881746-1027","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Hôtel le Christiania","Arêches","null","€ 85","8,0","Chambre Double ou Lits Jumeaux","1 lit double","Taxes et frais compris","1 nuit, 2 adultes","364 expériences vécues","Niveau 1 Voyage Durable","null"
"1676881746-1028","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-04-14&checkout=2023-04-15&selected_currency=EUR","Maison Doron","Beaufort","null","€ 154","8,0","Chambre Double","1 lit double","Taxes et frais compris","1 nuit, 2 adultes","153 expériences vécues","null","null"
