web-scraper-order,web-scraper-start-url,nom,localite,prix_init,prix_actuel,note,typo,type_de_lit,taxes,nuite,experience_vecu,reduction,genius
"1676881780-1239","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-01&checkout=2023-03-04&selected_currency=EUR","Maison Doron","Beaufort","null","€ 393","8,0","Petite Chambre Double","1 lit double","Taxes et frais compris","3 nuits, 2 adultes","153 expériences vécues","null","null"
"1676881780-1240","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-01&checkout=2023-03-04&selected_currency=EUR","Le Calgary","Les Saisies","null","€ 1 009","8,5","Chambre Lits Jumeaux","2 lits simples","Taxes et frais compris","3 nuits, 2 adultes","224 expériences vécues","null","null"
"1676881780-1241","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-01&checkout=2023-03-04&selected_currency=EUR","Hotel Le Tetras","Notre-Dame-de-Bellecombe","null","€ 325","7,6","Chambre Double - Vue sur Montagne","1 lit double","Taxes et frais compris","3 nuits, 2 adultes","172 expériences vécues","null","null"
"1676881780-1242","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-01&checkout=2023-03-04&selected_currency=EUR","Les Chalets de La Griyotire","Praz-sur-Arly","null","€ 552","8,6","Chambre Double Standard","1 lit double","Taxes et frais compris","3 nuits, 2 adultes","185 expériences vécues","null","null"
"1676881780-1243","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-01&checkout=2023-03-04&selected_currency=EUR","Belambra Clubs Praz-sur-Arly - L'Alisier","Praz-sur-Arly","null","€ 982","6,0","Appartement 2 Chambres (2 Adultes + 1 Enfant)","3 lits (1 lit double, 2 lits superposés)","Taxes et frais compris","3 nuits, 2 adultes","24 expériences vécues","null","null"
"1676881780-1244","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-01&checkout=2023-03-04&selected_currency=EUR","Hôtel Vacances Bleues Les Chalets du Prariand","Megève","null","€ 645","8,0","Chambre Double Standard","1 lit double","Taxes et frais compris","3 nuits, 2 adultes","167 expériences vécues","Niveau 1 Voyage Durable","null"
"1676881780-1245","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-01&checkout=2023-03-04&selected_currency=EUR","L'Alpaga, a Beaumier hotel","Megève","null","€ 2 866","8,9","Chambre Double Classique","1 très grand lit double","Taxes et frais compris","3 nuits, 2 adultes","138 expériences vécues","null","null"
"1676881780-1246","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-01&checkout=2023-03-04&selected_currency=EUR","Le Chalet d'Antoine","Megève","null","€ 1 193","8,3","Chambre Double Standard","1 lit double","Taxes et frais compris","3 nuits, 2 adultes","72 expériences vécues","null","null"
"1676881780-1247","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-01&checkout=2023-03-04&selected_currency=EUR","Grand Hotel Soleil d'Or","Megève","null","€ 3 270","9,3","Chambre Deluxe","1 très grand lit double","Taxes et frais compris","3 nuits, 2 adultes","194 expériences vécues","null","null"
"1676881780-1248","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-01&checkout=2023-03-04&selected_currency=EUR","Novotel Megève Mont-Blanc","Megève","null","€ 1 660","8,6","Chambre Double Classique avec Canapé-Lit","2 lits (1 lit double, 1 canapé-lit)","Taxes et frais compris","3 nuits, 2 adultes","734 expériences vécues","Niveau 2 Voyage Durable","null"
