web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,Nb Personnes,n_offre,nom,localite,date_debut-jour,Nb semaines,cle_station,nom_station
,01/05/2023,09/09/2023,16/09/2023,369,313,MOBILHOME 4 personnes - Loisirs 3 Pièces 4 Personnes Climatisé + TV,4 Adultes,,Camping des Albères,LAROQUE DES ALBERES,,36,camping-des-alberes-77482,
,01/05/2023,09/09/2023,16/09/2023,319,319,MOBILHOME 4 personnes - DUO,4 Adultes,,Camping des Albères,LAROQUE DES ALBERES,,36,camping-des-alberes-77482,
,01/05/2023,09/09/2023,16/09/2023,349,349,MOBILHOME 8 personnes - FEERIQUE,6 Adultes,,Camping des Albères,LAROQUE DES ALBERES,,36,camping-des-alberes-77482,
,01/05/2023,09/09/2023,16/09/2023,509,509,MOBILHOME 8 personnes - QUATTRO,8 Adultes,,Camping des Albères,LAROQUE DES ALBERES,,36,camping-des-alberes-77482,
,01/05/2023,09/09/2023,16/09/2023,619,619,MOBILHOME 6 personnes - PREMIUM JACUZZI,6 Adultes,,Camping des Albères,LAROQUE DES ALBERES,,36,camping-des-alberes-77482,
,01/05/2023,09/09/2023,16/09/2023,1012,698,MOBILHOME 6 personnes - Trio Premium 4 Pièces 6 Personnes Jacuzzi + Climatisé + TV,6 Adultes,,Camping des Albères,LAROQUE DES ALBERES,,36,camping-des-alberes-77482,
,01/05/2023,09/09/2023,16/09/2023,838,720,MOBILHOME 4 personnes - Duo Premium 3 Pièces 4 Personnes Jacuzzi + Climatisé + TV,4 Adultes,,Camping des Albères,LAROQUE DES ALBERES,,36,camping-des-alberes-77482,
,01/05/2023,10/09/2023,17/09/2023,240,240,MOBILHOME 4 personnes - Confort 2 chambres 4 - Arrivée Dimanche,4 Adultes,,Camping Paradis Le Giessen,BASSEMBERG,,36,camping-paradis-le-giessen-84917,
,01/05/2023,10/09/2023,17/09/2023,491,491,MOBILHOME 4 personnes - Eden 2 chambres 4 -Arrivée Dimanche,4 Adultes,,Camping Paradis Le Giessen,BASSEMBERG,,36,camping-paradis-le-giessen-84917,
,01/05/2023,10/09/2023,17/09/2023,399,287,MOBILHOME 5 personnes - Cosy 2 chambres (I5P2),4 Adultes,,Camping Le Ried,BOOFZHEIM,,36,camping-le-ried-76938,
,01/05/2023,10/09/2023,17/09/2023,421,304,MOBILHOME 4 personnes - Cosy 2 chambres (I4P2),4 Adultes,,Camping Le Ried,BOOFZHEIM,,36,camping-le-ried-76938,
,01/05/2023,10/09/2023,17/09/2023,483,350,MOBILHOME 6 personnes - Cosy 3 chambres (I6P3),6 Adultes,,Camping Le Ried,BOOFZHEIM,,36,camping-le-ried-76938,
,01/05/2023,10/09/2023,17/09/2023,277,277,MOBILHOME 6 personnes - CLASSIQUE,6 Adultes,,Camping Côté O Carnac,CARNAC,,36,camping-cote-o-carnac-77036,CARNAC
,01/05/2023,10/09/2023,17/09/2023,374,374,MOBILHOME 4 personnes - CONFORT,4 Adultes,,Camping Côté O Carnac,CARNAC,,36,camping-cote-o-carnac-77036,CARNAC
,01/05/2023,10/09/2023,17/09/2023,381,381,CHALET 6 personnes - PREMIUM,6 Adultes,,Camping Côté O Carnac,CARNAC,,36,camping-cote-o-carnac-77036,CARNAC
,01/05/2023,10/09/2023,17/09/2023,437,437,MOBILHOME 8 personnes - CLASSIQUE,8 Adultes,,Camping Côté O Carnac,CARNAC,,36,camping-cote-o-carnac-77036,CARNAC
,01/05/2023,10/09/2023,17/09/2023,444,444,MOBILHOME 6 personnes - CONFORT,6 Adultes,,Camping Côté O Carnac,CARNAC,,36,camping-cote-o-carnac-77036,CARNAC
,01/05/2023,10/09/2023,17/09/2023,444,444,MOBILHOME 6 personnes - CONFORT,6 Adultes,,Camping Côté O Carnac,CARNAC,,36,camping-cote-o-carnac-77036,CARNAC
,01/05/2023,10/09/2023,17/09/2023,572,429,MOBILHOME 8 personnes - Family CONFORT Climaisé,8 Adultes,,Camping Club Le Littoral,ARGELES,,36,camping-club-le-littoral-76763,ARGELÈS-SUR-MER
,01/05/2023,10/09/2023,17/09/2023,333,233,MOBILHOME 6 personnes - Riviera STANDARD Climatisé 4/6 p,6 Adultes,,Camping Campéole La Côte des Roses,NARBONNE PLAGE,,36,camping-campeole-la-cote-des-roses-77876,NARBONNE PLAGE
,01/05/2023,10/09/2023,17/09/2023,370,259,MOBILHOME 6 personnes - Marina STANDARD Climatisé,6 Adultes,,Camping Campéole La Côte des Roses,NARBONNE PLAGE,,36,camping-campeole-la-cote-des-roses-77876,NARBONNE PLAGE
,01/05/2023,10/09/2023,17/09/2023,380,266,MOBILHOME 6 personnes - Titania CLASSIC Climatisé,6 Adultes,,Camping Campéole La Côte des Roses,NARBONNE PLAGE,,36,camping-campeole-la-cote-des-roses-77876,NARBONNE PLAGE
,01/05/2023,10/09/2023,17/09/2023,356,267,MOBILHOME 4 personnes - Bergame CONFORT Climatisé,4 Adultes,,Camping Campéole La Côte des Roses,NARBONNE PLAGE,,36,camping-campeole-la-cote-des-roses-77876,NARBONNE PLAGE
,01/05/2023,10/09/2023,17/09/2023,386,290,MOBILHOME 4 personnes - Panorama CONFORT Climatisé Vue Plan dEau,4 Adultes,,Camping Campéole La Côte des Roses,NARBONNE PLAGE,,36,camping-campeole-la-cote-des-roses-77876,NARBONNE PLAGE
,01/05/2023,10/09/2023,17/09/2023,418,314,MOBILHOME 6 personnes - Bahia CONFORT Climatisé,6 Adultes,,Camping Campéole La Côte des Roses,NARBONNE PLAGE,,36,camping-campeole-la-cote-des-roses-77876,NARBONNE PLAGE
,01/05/2023,10/09/2023,17/09/2023,425,319,MOBILHOME 6 personnes - Venezia CONFORT Climatisé Vue Plan deau,6 Adultes,,Camping Campéole La Côte des Roses,NARBONNE PLAGE,,36,camping-campeole-la-cote-des-roses-77876,NARBONNE PLAGE
,01/05/2023,10/09/2023,17/09/2023,472,354,MOBILHOME 6 personnes - Toscane CONFORT Climatisé,6 Adultes,,Camping Campéole La Côte des Roses,NARBONNE PLAGE,,36,camping-campeole-la-cote-des-roses-77876,NARBONNE PLAGE
,01/05/2023,10/09/2023,17/09/2023,564,423,MOBILHOME 8 personnes - Tribu CONFORT Climatisé,8 Adultes,,Camping Campéole La Côte des Roses,NARBONNE PLAGE,,36,camping-campeole-la-cote-des-roses-77876,NARBONNE PLAGE
,01/05/2023,10/09/2023,17/09/2023,399,399,MOBILHOME 5 personnes - AUTHENTIQUE,4 Adultes,,Camping Le Bel Air,LES SABLES D'OLONNE,,36,camping-le-bel-air-77651,LES SABLES D'OLONNES
,01/05/2023,10/09/2023,17/09/2023,419,419,MOBILHOME 6 personnes - PASSION,4 Adultes,,Camping Le Bel Air,LES SABLES D'OLONNE,,36,camping-le-bel-air-77651,LES SABLES D'OLONNES
,01/05/2023,10/09/2023,17/09/2023,439,439,MOBILHOME 6 personnes - EMOTION,6 Adultes,,Camping Le Bel Air,LES SABLES D'OLONNE,,36,camping-le-bel-air-77651,LES SABLES D'OLONNES
,01/05/2023,10/09/2023,17/09/2023,449,449,APPARTEMENT 7 personnes - DUPLEX,4 Adultes,,Camping Le Bel Air,LES SABLES D'OLONNE,,36,camping-le-bel-air-77651,LES SABLES D'OLONNES
,01/05/2023,10/09/2023,17/09/2023,449,449,MOBILHOME 4 personnes - DUO,4 Adultes,,Camping Le Bel Air,LES SABLES D'OLONNE,,36,camping-le-bel-air-77651,LES SABLES D'OLONNES
,01/05/2023,10/09/2023,17/09/2023,489,489,MOBILHOME 8 personnes - FEERIQUE,6 Adultes,,Camping Le Bel Air,LES SABLES D'OLONNE,,36,camping-le-bel-air-77651,LES SABLES D'OLONNES
,01/05/2023,10/09/2023,17/09/2023,529,529,MOBILHOME 8 personnes - QUATTRO,8 Adultes,,Camping Le Bel Air,LES SABLES D'OLONNE,,36,camping-le-bel-air-77651,LES SABLES D'OLONNES
