web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
,02/03/2023,10/09/2023,13/09/2023,462,448,Chambre Double,,Maison Doron,Beaufort,,36
,02/03/2023,10/09/2023,13/09/2023,403,403,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,36
,02/03/2023,10/09/2023,13/09/2023,436,436,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,36
,02/03/2023,10/09/2023,13/09/2023,519,519,Chambre Tradition ,,"La Ferme du Chozal, The Originals Relais",Hauteluce,,36
,02/03/2023,10/09/2023,13/09/2023,351,351,Chambre Double - Vue sur Montagne,,Hôtel Viallet,Arêches,,36
,02/03/2023,10/09/2023,13/09/2023,279,279,Chambre Double,,Le Caprice Des Neiges,Crest-Voland,,36
,02/03/2023,10/09/2023,13/09/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,36
,02/03/2023,10/09/2023,13/09/2023,342,332,Chambre Double Standard,,Les Chalets de La Griyotire,Praz-sur-Arly,,36
,02/03/2023,10/09/2023,13/09/2023,1155,1121,Chambre Double Supérieure,,Flocons de Sel,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,398,387,Chambre Simple,,Auberge de Costaroche,Albertville,,36
,02/03/2023,10/09/2023,13/09/2023,846,846,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,36
,02/03/2023,10/09/2023,13/09/2023,178,178,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,36
,02/03/2023,10/09/2023,13/09/2023,344,344,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,36
,02/03/2023,10/09/2023,13/09/2023,483,469,Chambre Double Standard,,Au Coin Du Feu,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,606,588,Chambre Double Confort,,Coeur de Megève,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,1721,1721,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,371,371,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,332,322,Chambre Double Classique,,La Ferme du Golf,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,289,280,Chambre Double,,Albert 1er,Albertville,,36
,02/03/2023,10/09/2023,13/09/2023,582,582,Chambre Double,,Hotel Mont Blanc Megève,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,1905,1905,Chambre Lit King-Size Supérieure,,Four Seasons Hotel Megeve,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,1128,1128,Chambre Double Club,,Le Chalet Blanc,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,596,596,Suite Supérieure ,,Les Loges Blanches,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,788,765,Chambre Familiale (2 Adultes et 2 Enfants),,"Chalet-Hôtel La Chemenaz, The Originals Relais (Hotel-Chalet de Tradition)",Les Contamines-Montjoie,,36
,02/03/2023,10/09/2023,13/09/2023,192,192,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,36
,02/03/2023,10/09/2023,13/09/2023,271,263,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Brit Hotel Florimont,Saint-Ferréol,,36
,02/03/2023,10/09/2023,13/09/2023,839,839,Chambre Triple - Vue sur la Piscine,,Hôtel Les Chalets de la Serraz,La Clusaz,,36
,02/03/2023,10/09/2023,13/09/2023,1496,1496,Chambre Double,,"Armancette Hôtel, Chalets & Spa – The Leading Hotels of the World",Saint-Gervais-les-Bains,,36
,02/03/2023,10/09/2023,13/09/2023,597,579,Chambre Double,,Aux Ducs de Savoie,Combloux,,36
,02/03/2023,10/09/2023,13/09/2023,236,236,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,36
,02/03/2023,10/09/2023,13/09/2023,462,448,Chambre Double,,Maison Doron,Beaufort,,36
,02/03/2023,10/09/2023,13/09/2023,403,403,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,36
,02/03/2023,10/09/2023,13/09/2023,436,436,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,36
,02/03/2023,10/09/2023,13/09/2023,519,519,Chambre Tradition ,,"La Ferme du Chozal, The Originals Relais",Hauteluce,,36
,02/03/2023,10/09/2023,13/09/2023,351,351,Chambre Double - Vue sur Montagne,,Hôtel Viallet,Arêches,,36
,02/03/2023,10/09/2023,13/09/2023,279,279,Chambre Double,,Le Caprice Des Neiges,Crest-Voland,,36
,02/03/2023,10/09/2023,13/09/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,36
,02/03/2023,10/09/2023,13/09/2023,342,332,Chambre Double Standard,,Les Chalets de La Griyotire,Praz-sur-Arly,,36
,02/03/2023,10/09/2023,13/09/2023,1155,1121,Chambre Double Supérieure,,Flocons de Sel,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,398,387,Chambre Simple,,Auberge de Costaroche,Albertville,,36
,02/03/2023,10/09/2023,13/09/2023,846,846,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,36
,02/03/2023,10/09/2023,13/09/2023,178,178,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,36
,02/03/2023,10/09/2023,13/09/2023,344,344,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,36
,02/03/2023,10/09/2023,13/09/2023,483,469,Chambre Double Standard,,Au Coin Du Feu,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,606,588,Chambre Double Confort,,Coeur de Megève,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,1721,1721,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,371,371,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,332,322,Chambre Double Classique,,La Ferme du Golf,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,289,280,Chambre Double,,Albert 1er,Albertville,,36
,02/03/2023,10/09/2023,13/09/2023,582,582,Chambre Double,,Hotel Mont Blanc Megève,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,1905,1905,Chambre Lit King-Size Supérieure,,Four Seasons Hotel Megeve,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,1128,1128,Chambre Double Club,,Le Chalet Blanc,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,596,596,Suite Supérieure ,,Les Loges Blanches,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,788,765,Chambre Familiale (2 Adultes et 2 Enfants),,"Chalet-Hôtel La Chemenaz, The Originals Relais (Hotel-Chalet de Tradition)",Les Contamines-Montjoie,,36
,02/03/2023,10/09/2023,13/09/2023,192,192,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,36
,02/03/2023,10/09/2023,13/09/2023,271,263,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Brit Hotel Florimont,Saint-Ferréol,,36
,02/03/2023,10/09/2023,13/09/2023,839,839,Chambre Triple - Vue sur la Piscine,,Hôtel Les Chalets de la Serraz,La Clusaz,,36
,02/03/2023,10/09/2023,13/09/2023,1496,1496,Chambre Double,,"Armancette Hôtel, Chalets & Spa – The Leading Hotels of the World",Saint-Gervais-les-Bains,,36
,02/03/2023,10/09/2023,13/09/2023,597,579,Chambre Double,,Aux Ducs de Savoie,Combloux,,36
,02/03/2023,10/09/2023,13/09/2023,236,236,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,36
,02/03/2023,10/09/2023,13/09/2023,462,448,Chambre Double,,Maison Doron,Beaufort,,36
,02/03/2023,10/09/2023,13/09/2023,403,403,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,36
,02/03/2023,10/09/2023,13/09/2023,436,436,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,36
,02/03/2023,10/09/2023,13/09/2023,519,519,Chambre Tradition ,,"La Ferme du Chozal, The Originals Relais",Hauteluce,,36
,02/03/2023,10/09/2023,13/09/2023,351,351,Chambre Double - Vue sur Montagne,,Hôtel Viallet,Arêches,,36
,02/03/2023,10/09/2023,13/09/2023,279,279,Chambre Double,,Le Caprice Des Neiges,Crest-Voland,,36
,02/03/2023,10/09/2023,13/09/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,36
,02/03/2023,10/09/2023,13/09/2023,342,332,Chambre Double Standard,,Les Chalets de La Griyotire,Praz-sur-Arly,,36
,02/03/2023,10/09/2023,13/09/2023,1155,1121,Chambre Double Supérieure,,Flocons de Sel,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,398,387,Chambre Simple,,Auberge de Costaroche,Albertville,,36
,02/03/2023,10/09/2023,13/09/2023,846,846,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,36
,02/03/2023,10/09/2023,13/09/2023,178,178,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,36
,02/03/2023,10/09/2023,13/09/2023,344,344,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,36
,02/03/2023,10/09/2023,13/09/2023,483,469,Chambre Double Standard,,Au Coin Du Feu,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,606,588,Chambre Double Confort,,Coeur de Megève,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,1721,1721,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,371,371,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,332,322,Chambre Double Classique,,La Ferme du Golf,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,289,280,Chambre Double,,Albert 1er,Albertville,,36
,02/03/2023,10/09/2023,13/09/2023,582,582,Chambre Double,,Hotel Mont Blanc Megève,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,1905,1905,Chambre Lit King-Size Supérieure,,Four Seasons Hotel Megeve,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,1128,1128,Chambre Double Club,,Le Chalet Blanc,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,596,596,Suite Supérieure ,,Les Loges Blanches,Megève,,36
,02/03/2023,10/09/2023,13/09/2023,788,765,Chambre Familiale (2 Adultes et 2 Enfants),,"Chalet-Hôtel La Chemenaz, The Originals Relais (Hotel-Chalet de Tradition)",Les Contamines-Montjoie,,36
,02/03/2023,10/09/2023,13/09/2023,192,192,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,36
,02/03/2023,10/09/2023,13/09/2023,271,263,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Brit Hotel Florimont,Saint-Ferréol,,36
,02/03/2023,10/09/2023,13/09/2023,839,839,Chambre Triple - Vue sur la Piscine,,Hôtel Les Chalets de la Serraz,La Clusaz,,36
,02/03/2023,10/09/2023,13/09/2023,1496,1496,Chambre Double,,"Armancette Hôtel, Chalets & Spa – The Leading Hotels of the World",Saint-Gervais-les-Bains,,36
,02/03/2023,10/09/2023,13/09/2023,597,579,Chambre Double,,Aux Ducs de Savoie,Combloux,,36
,02/03/2023,10/09/2023,13/09/2023,236,236,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,36
,02/03/2023,10/09/2023,13/09/2023,242,234,Chambre Double,,Hôtel National,Cluses,,36
,02/03/2023,10/09/2023,13/09/2023,308,299,Chambre Double Standard,,"The Originals City, Hôtel du Faucigny, Cluses Ouest",Scionzier,,36
,02/03/2023,10/09/2023,13/09/2023,312,303,Chambre Double Économique,,Le Relais Du Mont Blanc,Magland,,36
,02/03/2023,10/09/2023,13/09/2023,227,220,Chambre Double,,Hotel Edelweiss,Magland,,36
,02/03/2023,10/09/2023,13/09/2023,457,443,Chambre Double Supérieure,,La Ferme Du Lac,Thyez,,36
,02/03/2023,10/09/2023,13/09/2023,478,478,Chambre Double Supérieure avec Douche,,La Croix de Savoie & Spa,Les Carroz d'Arâches,,36
,02/03/2023,10/09/2023,13/09/2023,348,348,Chambre Lits Jumeaux Standard,,Ibis Styles Sallanches Pays du Mont-Blanc,Sallanches,,36
,02/03/2023,10/09/2023,13/09/2023,229,229,Chambre Double Standard,,Ibis Hôtel Sallanches,Sallanches,,36
,02/03/2023,10/09/2023,13/09/2023,1412,1370,Suite Familiale (2 Adultes + 2 Enfants) Tapiaz,,"Chalet-Hôtel La Marmotte, La Tapiaz & SPA, The Originals Relais (Hotel-Chalet de Tradition)",Les Gets,,36
,02/03/2023,10/09/2023,13/09/2023,220,220,Chambre Triple avec Lit Superposé,,Ibis Budget Sallanches,Sallanches,,36
,02/03/2023,10/09/2023,13/09/2023,469,469,Chambre Double ou Lits Jumeaux Classique Plus,,Chamois d'Or Hotel,Les Gets,,36
,02/03/2023,10/09/2023,13/09/2023,491,476,Studio Économique (2 Adultes),,Loc'Hotel Alpen Sports,Les Gets,,36
