web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1691215732-1,27/03/2023,01/05/2023,02/05/2023,90,90,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,18
1691215732-2,27/03/2023,01/05/2023,02/05/2023,82,82,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,18
1691215732-3,27/03/2023,01/05/2023,02/05/2023,59,59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,18
1691215732-4,27/03/2023,01/05/2023,02/05/2023,138,138,Chambre Double Standard,,Au Coin Du Feu,Megève,,18
1691215732-5,27/03/2023,01/05/2023,02/05/2023,109,109,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,18
1691215732-6,27/03/2023,01/05/2023,02/05/2023,141,141,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,18
1691215732-7,27/03/2023,01/05/2023,02/05/2023,93,93,Chambre Double,,Albert 1er,Albertville,,18
1691215732-8,27/03/2023,01/05/2023,02/05/2023,100,100,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,18
1691215732-9,27/03/2023,01/05/2023,02/05/2023,72,72,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,18
1691215732-10,27/03/2023,01/05/2023,02/05/2023,50,50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,18
1691215732-11,27/03/2023,01/05/2023,02/05/2023,93,93,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,18
1691215732-12,27/03/2023,01/05/2023,02/05/2023,146,146,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,18
1691215732-13,27/03/2023,01/05/2023,02/05/2023,138,138,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,18
1691215732-14,27/03/2023,01/05/2023,02/05/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,18
1691215732-15,27/03/2023,01/05/2023,02/05/2023,112,112,Chambre Double Classique,,Hotel Du Parc - Manoir Du Baron Blanc,Faverges,,18
1691215732-16,27/03/2023,01/05/2023,02/05/2023,63,63,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,18
1691215732-17,27/03/2023,01/05/2023,02/05/2023,177,177,Chambre Lits Jumeaux,,Hotel Beauregard,La Clusaz,,18
1691215732-18,27/03/2023,01/05/2023,02/05/2023,78,78,Chambre Double Économique,,Hotel Christiania,La Clusaz,,18
1691215732-19,27/03/2023,01/05/2023,02/05/2023,77,77,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,18
1691215732-20,27/03/2023,01/05/2023,02/05/2023,81,81,Chambre Double,,Hôtel Les Dômes de Miage,Saint-Gervais-les-Bains,,18
1691215732-21,27/03/2023,01/05/2023,02/05/2023,378,378,Suite,,Chalet-Hôtel Inarpa,La Clusaz,,18
1691215732-22,27/03/2023,01/05/2023,02/05/2023,108,108,Chambre Lits Jumeaux avec Accès Spa,,Hôtel Restaurant La Tourmaline,Aime-La-Plagne,,18
1691215732-23,27/03/2023,01/05/2023,02/05/2023,92,92,Chambre Double Supérieure,,Le Saint Gervais Hotel & Spa Handwritten Collection,Saint-Gervais-les-Bains,,18
1691215732-24,27/03/2023,01/05/2023,02/05/2023,79,79,Chambre Double Classique,,Hôtel Val d'Este,Saint-Gervais-les-Bains,,18
1691215732-25,27/03/2023,01/05/2023,02/05/2023,178,178,Petite Chambre Double,,Coeur des Neiges,Saint-Gervais-les-Bains,,18
1691215732-26,27/03/2023,01/05/2023,02/05/2023,90,90,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,18
1691215732-27,27/03/2023,01/05/2023,02/05/2023,82,82,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,18
1691215732-28,27/03/2023,01/05/2023,02/05/2023,59,59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,18
1691215732-29,27/03/2023,01/05/2023,02/05/2023,138,138,Chambre Double Standard,,Au Coin Du Feu,Megève,,18
1691215732-30,27/03/2023,01/05/2023,02/05/2023,109,109,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,18
1691215732-31,27/03/2023,01/05/2023,02/05/2023,141,141,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,18
1691215732-32,27/03/2023,01/05/2023,02/05/2023,93,93,Chambre Double,,Albert 1er,Albertville,,18
1691215732-33,27/03/2023,01/05/2023,02/05/2023,100,100,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,18
1691215732-34,27/03/2023,01/05/2023,02/05/2023,72,72,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,18
1691215732-35,27/03/2023,01/05/2023,02/05/2023,50,50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,18
1691215732-36,27/03/2023,01/05/2023,02/05/2023,93,93,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,18
1691215732-37,27/03/2023,01/05/2023,02/05/2023,146,146,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,18
1691215732-38,27/03/2023,01/05/2023,02/05/2023,138,138,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,18
1691215732-39,27/03/2023,01/05/2023,02/05/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,18
1691215732-40,27/03/2023,01/05/2023,02/05/2023,112,112,Chambre Double Classique,,Hotel Du Parc - Manoir Du Baron Blanc,Faverges,,18
1691215732-41,27/03/2023,01/05/2023,02/05/2023,63,63,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,18
1691215732-42,27/03/2023,01/05/2023,02/05/2023,177,177,Chambre Lits Jumeaux,,Hotel Beauregard,La Clusaz,,18
1691215732-43,27/03/2023,01/05/2023,02/05/2023,78,78,Chambre Double Économique,,Hotel Christiania,La Clusaz,,18
1691215732-44,27/03/2023,01/05/2023,02/05/2023,77,77,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,18
1691215732-45,27/03/2023,01/05/2023,02/05/2023,81,81,Chambre Double,,Hôtel Les Dômes de Miage,Saint-Gervais-les-Bains,,18
1691215732-46,27/03/2023,01/05/2023,02/05/2023,378,378,Suite,,Chalet-Hôtel Inarpa,La Clusaz,,18
1691215732-47,27/03/2023,01/05/2023,02/05/2023,108,108,Chambre Lits Jumeaux avec Accès Spa,,Hôtel Restaurant La Tourmaline,Aime-La-Plagne,,18
1691215732-48,27/03/2023,01/05/2023,02/05/2023,92,92,Chambre Double Supérieure,,Le Saint Gervais Hotel & Spa Handwritten Collection,Saint-Gervais-les-Bains,,18
1691215732-49,27/03/2023,01/05/2023,02/05/2023,79,79,Chambre Double Classique,,Hôtel Val d'Este,Saint-Gervais-les-Bains,,18
1691215732-50,27/03/2023,01/05/2023,02/05/2023,178,178,Petite Chambre Double,,Coeur des Neiges,Saint-Gervais-les-Bains,,18
1691215732-51,27/03/2023,01/05/2023,02/05/2023,97,97,Chambre Double - Côté Forêt,,Les Campanules,Les Houches,,18
1691215732-52,27/03/2023,01/05/2023,02/05/2023,90,90,Chambre avec 1 Lit Double ou 2 Lits Simples,,ibis Styles Les Houches Chamonix,Les Houches,,18
1691215732-53,27/03/2023,01/05/2023,02/05/2023,96,96,Chambre Triple - Côté Vallée,,Le Saint Antoine,Les Houches,,18
1691215732-54,27/03/2023,01/05/2023,02/05/2023,81,81,Chambre Double,,Hôtel Les Dômes de Miage,Saint-Gervais-les-Bains,,18
1691215732-55,27/03/2023,01/05/2023,02/05/2023,102,102,Hébergement Économique 2 Personnes,,La Folie Douce Hotels Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-56,27/03/2023,01/05/2023,02/05/2023,127,127, Chambre Double ou Lits Jumeaux - Vue sur Ville - 16 m²,,Alpina Eclectic Hotel,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-57,27/03/2023,01/05/2023,02/05/2023,111,111,Chambre Double Standard,,Hotel Le Morgane,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-58,27/03/2023,01/05/2023,02/05/2023,103,103,Chambre Double,,Cosmiques Hotel - Centre Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-59,27/03/2023,01/05/2023,02/05/2023,76,76,Chambre Double Standard,,Vert Lodge Chamonix,Chamonix-Mont-Blanc,,18
1691215732-60,27/03/2023,01/05/2023,02/05/2023,93,93,Chambre Double Standard,,Hôtel de L'Arve,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-61,27/03/2023,01/05/2023,02/05/2023,111,111,Chambre Double Standard,,Logis La Croix-Saint-Maurice,Le Grand-Bornand,,18
1691215732-62,27/03/2023,01/05/2023,02/05/2023,80,80,Chambre Double Classique,,Excelsior Chamonix Hôtel & Spa,"Les Tines, Chamonix-Mont-Blanc",,18
1691215732-63,27/03/2023,01/05/2023,02/05/2023,94,94,Chambre Classique Wanderlust,,Wanderlust Motels Chamonix,"Les Bossons, Chamonix-Mont-Blanc",,18
1691215732-64,27/03/2023,01/05/2023,02/05/2023,126,107,Chambre Double Standard - Vue sur Le Brévent,,Langley Hotel Gustavia,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-65,27/03/2023,01/05/2023,02/05/2023,146,146,Chambre Triple – Vue sur Montagne,,Chalet Hôtel Le Prieuré,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-66,27/03/2023,01/05/2023,02/05/2023,130,116,Chambre Double - Vue sur Montagne,,Plan B Hotel - Living Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-67,27/03/2023,01/05/2023,02/05/2023,147,147,Chambre Double,,Chalet hôtel le Whymper,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-68,27/03/2023,01/05/2023,02/05/2023,137,137,Chambre Lits Jumeaux Classique,,Mont Blanc Hotel,Saint Pierre en Faucigny,,18
1691215732-69,27/03/2023,01/05/2023,02/05/2023,158,158,Chambre Double ou Lits Jumeaux Standard,,Hotel Le Castel,"Les Praz, Chamonix-Mont-Blanc",,18
1691215732-70,27/03/2023,01/05/2023,02/05/2023,141,141,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,18
1691215732-71,27/03/2023,01/05/2023,02/05/2023,91,91,Chambre Lits Jumeaux/Double Standard,,La Croix Blanche,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-72,27/03/2023,01/05/2023,02/05/2023,113,113,Chambre Double,,Hotel Le Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-73,27/03/2023,01/05/2023,02/05/2023,117,117,Chambre Double Standard - Premier Étage,,Hotel Du Clocher,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-74,27/03/2023,01/05/2023,02/05/2023,126,126,Chambre Double avec Balcon - Vue sur Montagnes,,Pointe Isabelle,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-75,27/03/2023,01/05/2023,02/05/2023,172,172,Chambre Double Économique - Vue sur Village,,Hotel Suisse,Champéry,,18
1691215732-76,27/03/2023,01/05/2023,02/05/2023,97,97,Chambre Double - Côté Forêt,,Les Campanules,Les Houches,,18
1691215732-77,27/03/2023,01/05/2023,02/05/2023,90,90,Chambre avec 1 Lit Double ou 2 Lits Simples,,ibis Styles Les Houches Chamonix,Les Houches,,18
1691215732-78,27/03/2023,01/05/2023,02/05/2023,96,96,Chambre Triple - Côté Vallée,,Le Saint Antoine,Les Houches,,18
1691215732-79,27/03/2023,01/05/2023,02/05/2023,81,81,Chambre Double,,Hôtel Les Dômes de Miage,Saint-Gervais-les-Bains,,18
1691215732-80,27/03/2023,01/05/2023,02/05/2023,102,102,Hébergement Économique 2 Personnes,,La Folie Douce Hotels Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-81,27/03/2023,01/05/2023,02/05/2023,127,127, Chambre Double ou Lits Jumeaux - Vue sur Ville - 16 m²,,Alpina Eclectic Hotel,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-82,27/03/2023,01/05/2023,02/05/2023,111,111,Chambre Double Standard,,Hotel Le Morgane,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-83,27/03/2023,01/05/2023,02/05/2023,103,103,Chambre Double,,Cosmiques Hotel - Centre Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-84,27/03/2023,01/05/2023,02/05/2023,76,76,Chambre Double Standard,,Vert Lodge Chamonix,Chamonix-Mont-Blanc,,18
1691215732-85,27/03/2023,01/05/2023,02/05/2023,93,93,Chambre Double Standard,,Hôtel de L'Arve,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-86,27/03/2023,01/05/2023,02/05/2023,111,111,Chambre Double Standard,,Logis La Croix-Saint-Maurice,Le Grand-Bornand,,18
1691215732-87,27/03/2023,01/05/2023,02/05/2023,80,80,Chambre Double Classique,,Excelsior Chamonix Hôtel & Spa,"Les Tines, Chamonix-Mont-Blanc",,18
1691215732-88,27/03/2023,01/05/2023,02/05/2023,94,94,Chambre Classique Wanderlust,,Wanderlust Motels Chamonix,"Les Bossons, Chamonix-Mont-Blanc",,18
1691215732-89,27/03/2023,01/05/2023,02/05/2023,126,107,Chambre Double Standard - Vue sur Le Brévent,,Langley Hotel Gustavia,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-90,27/03/2023,01/05/2023,02/05/2023,146,146,Chambre Triple – Vue sur Montagne,,Chalet Hôtel Le Prieuré,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-91,27/03/2023,01/05/2023,02/05/2023,130,116,Chambre Double - Vue sur Montagne,,Plan B Hotel - Living Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-92,27/03/2023,01/05/2023,02/05/2023,147,147,Chambre Double,,Chalet hôtel le Whymper,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-93,27/03/2023,01/05/2023,02/05/2023,137,137,Chambre Lits Jumeaux Classique,,Mont Blanc Hotel,Saint Pierre en Faucigny,,18
1691215732-94,27/03/2023,01/05/2023,02/05/2023,158,158,Chambre Double ou Lits Jumeaux Standard,,Hotel Le Castel,"Les Praz, Chamonix-Mont-Blanc",,18
1691215732-95,27/03/2023,01/05/2023,02/05/2023,141,141,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,18
1691215732-96,27/03/2023,01/05/2023,02/05/2023,91,91,Chambre Lits Jumeaux/Double Standard,,La Croix Blanche,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-97,27/03/2023,01/05/2023,02/05/2023,113,113,Chambre Double,,Hotel Le Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-98,27/03/2023,01/05/2023,02/05/2023,117,117,Chambre Double Standard - Premier Étage,,Hotel Du Clocher,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-99,27/03/2023,01/05/2023,02/05/2023,126,126,Chambre Double avec Balcon - Vue sur Montagnes,,Pointe Isabelle,"Chamonix City Centre, Chamonix-Mont-Blanc",,18
1691215732-100,27/03/2023,01/05/2023,02/05/2023,172,172,Chambre Double Économique - Vue sur Village,,Hotel Suisse,Champéry,,18
1691215732-101,27/03/2023,01/05/2023,02/05/2023,153,153,Chambre Double ou Lits Jumeaux Classique,,Hôtel Grandes Rousses,L'Alpe-d'Huez,,18
1691215732-109,27/03/2023,01/05/2023,02/05/2023,92,92,Chambre Double ou Lits Jumeaux Confort ,,Hôtel du Musée de l'Eau,Pont-en-Royans,,18
1691215732-110,27/03/2023,01/05/2023,02/05/2023,84,72,Chambre Double - Mansardée,,Auberge des Montauds,Villard-de-Lans,,18
1691215732-111,27/03/2023,01/05/2023,02/05/2023,89,89,Chambre Double,,Auberge De La Croix Perrin,Lans-en-Vercors,,18
1691215732-112,27/03/2023,01/05/2023,02/05/2023,75,75,Chambre Double,,Le Saint Domingue,Die,,18
1691215732-113,27/03/2023,01/05/2023,02/05/2023,68,68,Chambre Double,,Hotel des Alpes,Die,,18
1691215732-114,27/03/2023,01/05/2023,02/05/2023,93,93,Chambre Double,,La Ferme du Bois Barbu,Villard-de-Lans,,18
1691215732-115,27/03/2023,01/05/2023,02/05/2023,146,146,Chambre Double,,Hotel Christiania,Villard-de-Lans,,18
1691215732-116,27/03/2023,01/05/2023,02/05/2023,84,84,Chambre Double,,HOTEL DU MIDI,Beaufort-sur-Gervanne,,18
1691215732-117,27/03/2023,01/05/2023,02/05/2023,110,110,Chambre Double,,Auberge La Plaine,Chabrillan,,18
1691215732-118,27/03/2023,01/05/2023,02/05/2023,101,101,Chambre Double,,La Saleine,Crest,,18
1691215732-119,27/03/2023,01/05/2023,02/05/2023,94,94,Chambre Double,,Hotel Restaurant La Martiniere,Montélier,,18
1691215732-120,27/03/2023,01/05/2023,02/05/2023,78,78,Chambre Double,,Hôtel du Centre,Villard-de-Lans,,18
1691215732-121,27/03/2023,01/05/2023,02/05/2023,105,105,Chambre Double Standard,,Logis Le Vernay,Autrans,,18
1691215732-122,27/03/2023,01/05/2023,02/05/2023,72,72,Chambre Lits Jumeaux Standard,,Hotel Beau Rivage,Pont-en-Royans,,18
1691215732-123,27/03/2023,01/05/2023,02/05/2023,121,121,Chambre Double Standard,,H85,Chatte,,18
1691215732-124,27/03/2023,01/05/2023,02/05/2023,70,70,Chambre Double avec Toilettes Communes,,Le Jorjane,Choranche,,18
1691215732-125,27/03/2023,01/05/2023,02/05/2023,82,82,Chambre Lits Jumeaux,,Le CARNOT,Die,,18
1691215732-126,27/03/2023,01/05/2023,02/05/2023,90,90,Chambre Double avec Baignoire,,Brun,Saint-Lattier,,18
1691215732-127,27/03/2023,01/05/2023,02/05/2023,147,147,Chambre Double Standard,,L'Escale de Die,Die,,18
1691215732-128,27/03/2023,01/05/2023,02/05/2023,112,112,Chambre Double,,Le Castel Fleuri,Saint-Jean-en-Royans,,18
1691215732-129,27/03/2023,01/05/2023,02/05/2023,85,85,Chambre Double ou Triple,,Hôtel Valery,Montélier,,18
1691215732-130,27/03/2023,01/05/2023,02/05/2023,71,71,Chambre Double Économique avec Toilettes Communes,,Les 4 Montagnes,Villard-de-Lans,,18
