web-scraper-order,web-scraper-start-url,nom,localite,prix_init,prix_actuel,note,typo,type_de_lit,taxes,nuite,experience_vecu,reduction,genius
"1676287374-104679","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Le Calgary","Les Saisies","null","€ 9 363","8,5","Suite Supérieure","Suite privée • 2 chambres • 1 salon • 1 salle de bains • 80m²","Taxes et frais compris","1 semaine, 2 adultes","222 expériences vécues","null","null"
"1676287374-104680","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Hotel Le Tetras","Notre-Dame-de-Bellecombe","null","€ 853","7,6","Chambre Lits Jumeaux - Vue sur Montagne","2 lits simples","Taxes et frais compris","1 semaine, 2 adultes","169 expériences vécues","null","null"
"1676287374-104681","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","L'Alpaga, a Beaumier hotel","Megève","null","€ 7 193","8,8","Chambre Double Classique","1 très grand lit double","Taxes et frais compris","1 semaine, 2 adultes","137 expériences vécues","null","null"
"1676287374-104682","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Coeur de Megève","Megève","null","€ 6 069","8,8","Chambre Double Supérieure","1 grand lit double","Taxes et frais compris","1 semaine, 2 adultes","240 expériences vécues","null","null"
"1676287374-104683","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Le Chalet Blanc","Megève","null","€ 10 302","9,6","Chambre Double Prestige","1 grand lit double","Taxes et frais compris","1 semaine, 2 adultes","36 expériences vécues","null","null"
"1676287374-104684","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Hôtel L'Arboisie","Megève","null","€ 4 637","8,8","Chambre Double avec Balcon","1 lit double","Taxes et frais compris","1 semaine, 2 adultes","503 expériences vécues","null","null"
"1676287374-104685","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Magic Megève Bois","Demi-Quartier","null","€ 8 254","9,5","Chambre Double Deluxe avec Balcon","1 grand lit double","Taxes et frais compris","1 semaine, 2 adultes","4 expériences vécues","Nouveau sur Booking.com","null"
"1676287374-104686","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Le Chamois d'Or","Cordon","null","€ 1 459","9,2","Chambre Double","Types de lits : 1 lit double ou 2 lits simples","Taxes et frais compris","1 semaine, 2 adultes","105 expériences vécues","null","null"
"1676287374-104687","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Au Coeur du Village","La Clusaz","null","€ 6 342","8,8","Chambre Privilège Double","1 grand lit double","Taxes et frais compris","1 semaine, 2 adultes","52 expériences vécues","null","null"
"1676287374-104688","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Le Calgary","Les Saisies","null","€ 9 363","8,5","Suite Supérieure","Suite privée • 2 chambres • 1 salon • 1 salle de bains • 80m²","Taxes et frais compris","1 semaine, 2 adultes","222 expériences vécues","null","null"
"1676287374-104689","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Hotel Le Tetras","Notre-Dame-de-Bellecombe","null","€ 853","7,6","Chambre Lits Jumeaux - Vue sur Montagne","2 lits simples","Taxes et frais compris","1 semaine, 2 adultes","169 expériences vécues","null","null"
"1676287374-104690","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","L'Alpaga, a Beaumier hotel","Megève","null","€ 7 193","8,8","Chambre Double Classique","1 très grand lit double","Taxes et frais compris","1 semaine, 2 adultes","137 expériences vécues","null","null"
"1676287374-104691","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Coeur de Megève","Megève","null","€ 6 069","8,8","Chambre Double Supérieure","1 grand lit double","Taxes et frais compris","1 semaine, 2 adultes","240 expériences vécues","null","null"
"1676287374-104692","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Le Chalet Blanc","Megève","null","€ 10 302","9,6","Chambre Double Prestige","1 grand lit double","Taxes et frais compris","1 semaine, 2 adultes","36 expériences vécues","null","null"
"1676287374-104693","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Hôtel L'Arboisie","Megève","null","€ 4 637","8,8","Chambre Double avec Balcon","1 lit double","Taxes et frais compris","1 semaine, 2 adultes","503 expériences vécues","null","null"
"1676287374-104694","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Magic Megève Bois","Demi-Quartier","null","€ 8 254","9,5","Chambre Double Deluxe avec Balcon","1 grand lit double","Taxes et frais compris","1 semaine, 2 adultes","4 expériences vécues","Nouveau sur Booking.com","null"
"1676287374-104695","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Le Chamois d'Or","Cordon","null","€ 1 459","9,2","Chambre Double","Types de lits : 1 lit double ou 2 lits simples","Taxes et frais compris","1 semaine, 2 adultes","105 expériences vécues","null","null"
"1676287374-104696","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-02-13&checkout=2023-02-20&selected_currency=EUR","Au Coeur du Village","La Clusaz","null","€ 6 342","8,8","Chambre Privilège Double","1 grand lit double","Taxes et frais compris","1 semaine, 2 adultes","52 expériences vécues","null","null"
