web-scraper-order,web-scraper-start-url,nom,localite,prix_init,prix_actuel,note,typo,type_de_lit,taxes,nuite,experience_vecu,reduction,genius
"1675724638-247","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-23&checkout=2023-03-26&selected_currency=EUR","Hôtel le Christiania","Arêches","null","€ 474","8,0","Chambre Quadruple","3 lits (1 lit double, 2 lits superposés)","Taxes et frais compris","3 nuits, 2 adultes","367 expériences vécues","Niveau 1 Voyage Durable","null"
"1675724638-248","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-23&checkout=2023-03-26&selected_currency=EUR","Hôtel Chalet Le Caribou","Les Saisies","null","€ 633","7,9","Chambre comfort familiale","3 lits (1 lit double, 2 lits superposés)","Taxes et frais compris","3 nuits, 2 adultes","424 expériences vécues","null","null"
"1675724638-249","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-23&checkout=2023-03-26&selected_currency=EUR","Maison Doron","Beaufort","null","€ 276","7,9","Chambre Double","1 lit double","Taxes et frais compris","3 nuits, 2 adultes","147 expériences vécues","null","null"
"1675724638-250","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-23&checkout=2023-03-26&selected_currency=EUR","Hôtel Les Ancolies à Arêches","Arêches","null","€ 967","8,4","Suite avec Balcon","Suite privée • 2 chambres • 1 salon • 1 salle de bains • 55m²","Taxes et frais compris","3 nuits, 2 adultes","171 expériences vécues","null","null"
"1675724638-251","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-23&checkout=2023-03-26&selected_currency=EUR","Le Calgary","Les Saisies","null","€ 969","8,5","Chambre Lits Jumeaux","2 lits simples","Taxes et frais compris","3 nuits, 2 adultes","219 expériences vécues","null","null"
"1675724638-252","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-23&checkout=2023-03-26&selected_currency=EUR","La Ferme du Chozal, The Originals Relais","Hauteluce","null","€ 1 202","9,2","Suite avec Terrasse","Suite privée • 1 chambre • 1 salon • 1 salle de bains • 32m²","Taxes et frais compris","3 nuits, 2 adultes","66 expériences vécues","Niveau 1 Voyage Durable","null"
"1675724638-253","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-23&checkout=2023-03-26&selected_currency=EUR","Hôtel Viallet","Arêches","null","€ 334","8,3","Chambre Double - Vue sur Montagne","1 lit double","Taxes et frais compris","3 nuits, 2 adultes","126 expériences vécues","Niveau 1 Voyage Durable","null"
"1675724638-254","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-23&checkout=2023-03-26&selected_currency=EUR","Belambra Clubs Les Saisies - Les Embrunes","Villard-sur-Doron","null","€ 1 147","null","Appartement 1 Chambre (2 Adultes + 3 Enfants)","4 lits (1 lit simple, 1 lit double, 2 lits superposés)","Taxes et frais compris","3 nuits, 2 adultes","null","null","null"
"1675724638-255","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-23&checkout=2023-03-26&selected_currency=EUR","Hotel Le Tetras","Notre-Dame-de-Bellecombe","null","€ 345","7,6","Chambre Lits Jumeaux - Vue sur Montagne","2 lits simples","Taxes et frais compris","3 nuits, 2 adultes","170 expériences vécues","null","null"
"1675724638-256","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-23&checkout=2023-03-26&selected_currency=EUR","La Mollinière","Notre-Dame-de-Bellecombe","null","€ 332","7,8","Chambre Quadruple Standard","3 lits (1 lit double, 2 lits superposés)","Taxes et frais compris","3 nuits, 2 adultes","73 expériences vécues","null","null"
"1675724638-257","https://www.booking.com/searchresults.fr.html?label=gog235jc-1DCAYoTUIGc2F2b2llSA1YA2hNiAEBmAENuAEXyAEM2AED6AEB-AECiAIBqAIDuAK37uOQBsACAdICJDJjMjgxMmVhLTIyM2MtNDI1Mi1iYTM4LTA3MmE4MjI3MWFkMdgCBOACAQ&sid=086e078aef1832684e5d5671c99a12b1&aid=356980&dest_id=5620&dest_type=region&nflt=ht_id%3D204%3Brpt%3D1&shw_aparth=0&checkin=2023-03-23&checkout=2023-03-26&selected_currency=EUR","Les Chalets de La Griyotire","Praz-sur-Arly","null","€ 489","8,6","Chambre Double Standard","1 lit double","Taxes et frais compris","3 nuits, 2 adultes","183 expériences vécues","null","null"
