web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,stars,nom,localite,date_debut-jour,Nb semaines,cle_station,nom_station
,14/04/2023,06/05/2023,12/05/2023,553,553,,277864,0.0,Résidence Le Commodore,Aix Les Bains - Savoie,,18,"('660',)",AIX LES BAINS
,14/04/2023,22/04/2023,28/04/2023,481,481,,307934,0.0,Résidence Ensoleillée,Aix Les Bains - Savoie,,16,"('660',)",AIX LES BAINS
,14/04/2023,22/04/2023,28/04/2023,481,481,,307924,0.0,Résidence Ensoleillée,Aix Les Bains - Savoie,,16,"('660',)",AIX LES BAINS
,14/04/2023,22/04/2023,28/04/2023,1105,1105,,777284,0.0,Résidence Astoria,Aix Les Bains - Savoie,,16,"('660',)",AIX LES BAINS
,14/04/2023,20/05/2023,26/05/2023,607,607,,793844,4.0,Résidence L'elvire,Aix Les Bains - Savoie,,20,"('660',)",AIX LES BAINS
,14/04/2023,13/05/2023,19/05/2023,607,607,,277034,0.0,Résidence Le Saint Charles B,Aix Les Bains - Savoie,,19,"('660',)",AIX LES BAINS
,14/04/2023,13/05/2023,19/05/2023,715,715,,277314,0.0,Résidence Wilson,Aix Les Bains - Savoie,,19,"('660',)",AIX LES BAINS
,14/04/2023,13/05/2023,19/05/2023,566,566,,814034,0.0,Résidence Le Chateau Durieux 2,Aix Les Bains - Savoie,,19,"('660',)",AIX LES BAINS
,14/04/2023,13/05/2023,19/05/2023,553,553,,277644,0.0,Résidence Saint Christophe,Aix Les Bains - Savoie,,19,"('660',)",AIX LES BAINS
,14/04/2023,03/06/2023,09/06/2023,553,553,,277004,0.0,Residence Victoria,Aix Les Bains - Savoie,,22,"('660',)",AIX LES BAINS
,14/04/2023,03/06/2023,09/06/2023,580,580,,276854,0.0,Résidence Montcalm C,Aix Les Bains - Savoie,,22,"('660',)",AIX LES BAINS
,14/04/2023,29/04/2023,05/05/2023,674,674,,274264,0.0,Résidence L'accueil Sainte Germaine,Aix Les Bains - Savoie,,17,"('660',)",AIX LES BAINS
